N,n_steps,n_analyze,flip_perc
200,10000,5000,0.1

Temp,E_mean,E_std,M_mean,M_std
1.6,-1.8316401882537916,0.007916311762494837,0.07205101022406277,0.008632917549137729
1.7000000000000002,-1.7793462095939772,0.010843987398134552,-0.035313972826971844,0.0067412168793362665
1.8000000000000003,-1.746851709967352,0.01947640977640246,0.3047469794171933,0.07654699209134842
1.9000000000000004,-1.690435146851453,0.019171081345588627,0.19625444078915213,0.008918811785706849
2.0000000000000004,-1.6034582720730013,0.014494144852422076,0.18756876364842157,0.07385735068445583
2.1000000000000005,-1.5197385877436413,0.021971814931655197,0.18258297663076947,0.03413616903650741
2.2000000000000006,-1.376367333531976,0.01570003975003485,-0.08444115825133053,0.018183038826961057
2.3000000000000007,-1.2362825753665443,0.014972982872380252,0.04529979995924207,0.038632322380170336
2.400000000000001,-1.109222324711486,0.010335551255552898,0.009203870809579472,0.022061567724725176
2.500000000000001,-1.020776795062763,0.010689354509667333,0.014209801972031099,0.033244908728927
2.600000000000001,-0.9450677138110308,0.011106186122838011,-0.003908471717518159,0.02785463807198674
2.700000000000001,-0.8802109419476821,0.010046885791987096,0.013640238066368984,0.020302281209691967
2.800000000000001,-0.8256853969246417,0.010836707186437908,0.006668843779376629,0.01956558933368108
2.9000000000000012,-0.7804438687009939,0.010119163233172676,-0.005318583732727244,0.017376012890737858
3.0000000000000013,-0.7409584915716664,0.009825869433213258,-0.00129619924083476,0.013796102334569705
3.1000000000000014,-0.7037643327501255,0.00921129355680471,-0.0011052710513098209,0.012535003649314015
3.2000000000000015,-0.6704889174746761,0.008426485220980755,0.002134466907757484,0.013890778731923436
3.3000000000000016,-0.6427253853871742,0.008780253581723933,0.0006259251824347675,0.01117679169249076
3.4000000000000017,-0.6154088015603075,0.009373932858359713,-0.0010951890360607216,0.01479826661397525
3.5000000000000018,-0.5890920982167205,0.009073311220152898,0.0005143428650526019,0.010997526383103827
